x,y,raw,cumulative,Cloglog
70.75,9.25,5.72072E-5,10.786670358,0.255473759
88.85,15.55,1.84148E-5,2.130184792,0.09059216
78.15,22.950000000000003,1.85761E-4,40.971071712,0.616315522
78.05,21.75,2.4265E-4,53.415380437,0.713868978
93.05,18.25,1.38747E-4,30.009434851,0.511050296
81.35,17.450000000000003,6.36405E-5,12.362545992,0.279768762
73.75,16.55,1.91762E-5,2.269191908,0.094156127
96.65,13.350000000000001,1.98111E-4,44.069265976,0.639990308
68.75,8.95,2.81878E-5,4.232825626,0.135288522
78.55,14.05,1.61625E-5,1.73779867,0.079968365
80.85,36.95,2.74401E-5,3.9994051,0.131947939
73.45,8.85,3.01837E-4,65.284077244,0.789130968
81.05,36.95,1.28758E-4,27.680837223,0.485202957
80.35,18.85,9.66865E-5,20.008972942,0.392616801
82.05,20.65,4.37054E-5,7.454140342,0.201787843
73.45,11.45,2.40278E-5,3.226782601,0.11653821
87.55,18.35,8.77357E-5,17.906532922,0.363924037
95.25,9.35,4.03702E-5,6.727998637,0.187940913
93.45,36.95,2.92357E-7,0.002663334,0.001506498
69.95,20.75,9.14762E-6,0.665886701,0.046077323
95.75,15.25,1.26914E-4,27.22037968,0.480285147
75.85,16.55,6.94659E-5,13.766832634,0.301083143
79.95,36.85,6.85724E-6,0.427620923,0.034743648
82.45,12.65,2.8539E-7,0.002576244,0.001470623
80.15,36.85,4.97414E-6,0.26438397,0.025324562
80.25,36.85,2.16807E-5,2.740151076,0.105779937
77.75,12.850000000000001,2.18205E-4,48.367937734,0.67542616
89.25,11.35,4.67868E-9,0.000003435,0.000024127
81.15,11.35,1.61677E-7,0.000917522,0.000833395
83.75,10.05,8.46245E-7,0.015672311,0.004354429
94.35,17.05,6.00859E-5,11.513184793,0.266444609
91.85,9.85,1.26438E-5,1.094822182,0.063121577
96.35,15.05,2.84758E-5,4.278165354,0.13657181
84.85,15.95,1.39387E-4,30.162511766,0.512660764
79.95,19.05,2.21809E-4,49.182725446,0.68140332
77.05,10.95,2.0719E-5,2.559982869,0.101334171
75.35,22.55,1.05877E-4,22.193279366,0.420731962
81.25,12.95,6.15424E-6,0.364009935,0.031238019
80.05,16.15,7.29968E-5,14.612068649,0.313693729
95.35,10.45,1.01074E-5,0.772769905,0.05078701
94.65,22.05,2.4676E-5,3.399731183,0.119486119
77.55,36.75,3.01808E-5,4.635985231,0.144130287
79.85,18.75,4.01781E-5,6.667581209,0.187136072
78.95,22.25,2.28471E-4,50.758699347,0.692163182
96.15,11.75,1.39413E-4,30.190394125,0.512726129
70.35,12.95,9.49918E-5,19.673048116,0.387285331
69.55,17.75,4.17383E-6,0.208405932,0.021293704
80.15,36.75,9.62126E-5,19.893214465,0.391130564
74.15,13.65,9.84141E-5,20.40900393,0.398003679
91.85,17.55,4.8777E-5,8.66761121,0.222393351
82.75,20.65,7.55433E-5,15.229286905,0.322647606
80.55,36.75,8.0382E-6,0.543314931,0.040604209
95.95,22.450000000000003,1.94692E-4,42.950090743,0.633586292
71.25,20.85,3.5199E-5,5.660245527,0.165994373
80.85,36.75,1.91178E-5,2.251960262,0.093883267
96.85,23.05,2.65091E-5,3.79410098,0.127770723
85.95,13.95,2.06447E-6,0.069506721,0.010589655
81.15,36.75,2.18344E-4,48.411606256,0.675658662
75.45,11.35,5.18867E-5,9.492562763,0.234763493
95.05,20.950000000000003,1.59051E-5,1.696050802,0.078746325
72.15,17.75,6.19535E-5,11.91653505,0.273475517
93.35,19.55,1.62943E-5,1.763748904,0.080593274
92.75,10.75,3.56544E-6,0.167134815,0.018218347
85.55,12.15,9.56733E-6,0.706112381,0.048139736
89.25,12.05,4.00298E-6,0.193694662,0.020431062
74.05,11.95,7.9233E-5,15.996033022,0.335413722
75.75,24.25,1.94849E-4,43.008532245,0.633881978
77.35,17.35,2.05258E-5,2.529042412,0.100438392
78.45,14.15,7.02045E-5,13.976455642,0.303739954
68.05,14.65,1.02145E-5,0.787007395,0.051311166
82.95,13.95,2.23246E-6,0.076407904,0.011446386
95.55,9.65,3.66875E-6,0.173655967,0.018741238
80.25,36.650000000000006,7.30257E-5,14.633972197,0.313796123
86.75,11.05,1.34202E-6,0.034999413,0.006896651
96.45,17.35,1.7645E-5,1.987842978,0.086975208
80.55,36.650000000000006,1.49886E-5,1.52194996,0.074381756
76.55,10.25,1.7456E-5,1.956250528,0.086084641
96.85,21.65,3.50302E-5,5.625110642,0.165267868
78.25,19.35,1.39719E-4,30.246246613,0.513493147
82.95,10.45,2.73523E-6,0.105739558,0.014006067
72.75,8.35,3.42539E-5,5.465526829,0.161919842
81.45,12.05,4.85136E-6,0.257982316,0.024707269
81.25,36.650000000000006,1.27025E-5,1.111305417,0.0634052
74.55,22.450000000000003,1.21495E-4,25.803167928,0.465555913
80.85,14.75,1.7044E-4,37.325446641,0.584772261
77.15,36.55,5.36712E-5,9.920080517,0.241773485
71.25,21.15,6.11711E-5,11.731674396,0.270538393
85.75,16.950000000000003,2.56183E-5,3.606486828,0.123754646
90.65,12.05,4.48094E-5,7.693155847,0.20631946
68.65,11.55,5.81119E-5,11.075215915,0.258939267
92.45,18.450000000000003,1.47461E-4,31.925212073,0.532534678
95.75,14.75,2.55126E-4,56.447159522,0.731697234
91.05,20.85,7.02636E-5,13.990502465,0.303952307
79.25,16.55,2.32682E-4,51.681252075,0.698776064
78.05,36.55,4.01402E-7,0.004902953,0.002067819
70.45,18.05,2.34112E-5,3.079865185,0.113724706
93.85,9.65,6.3205E-8,0.000231586,0.000325884
70.05,16.85,2.78956E-5,4.15148937,0.133984796
82.25,16.450000000000003,9.47027E-5,19.597182332,0.386371093
80.35,36.55,5.22785E-5,9.586296178,0.236308209
96.45,9.95,9.02145E-6,0.65317184,0.045456435
91.65,19.25,6.06436E-5,11.627999584,0.2685515
89.85,8.55,1.05898E-6,0.023798842,0.005446068
80.65,13.15,6.23369E-7,0.00973525,0.003209441
77.95,18.75,1.13564E-4,23.75900866,0.443245717
70.35,12.45,2.01996E-5,2.467907494,0.098924214
95.15,19.75,3.84162E-5,6.302156937,0.179716791
84.45,17.15,5.05394E-5,9.159920259,0.229428369
92.55,11.25,1.80685E-5,2.071778725,0.088966756
89.55,9.75,8.6093E-6,0.609996946,0.04342555
73.65,18.35,2.72845E-6,0.105466035,0.013971604
77.05,36.45,2.76881E-6,0.109592659,0.014176817
77.15,36.45,8.00943E-7,0.01444277,0.004121801
83.85,24.35,1.24989E-4,26.641055834,0.475099975
72.15,12.350000000000001,6.76538E-5,13.327612954,0.294521251
92.35,9.05,1.48451E-5,1.487629949,0.073696759
95.05,21.25,8.55407E-5,17.385894003,0.356683301
77.65,36.45,5.18037E-5,9.477008625,0.234435905
96.45,11.95,1.7709E-5,1.998450543,0.087276602
81.45,9.55,1.72805E-6,0.052194435,0.00887165
69.45,18.35,3.12188E-5,4.875378541,0.14869916
68.35,17.65,1.30183E-6,0.033412716,0.006690836
84.15,17.75,4.14434E-5,6.968863037,0.19242234
73.05,13.25,9.40702E-5,19.389555756,0.384366317
80.05,36.45,1.66557E-5,1.821378251,0.082305321
94.45,15.95,4.09029E-5,6.874215738,0.190168552
81.25,11.05,1.59646E-5,1.700833536,0.079029011
72.05,21.75,1.27003E-4,27.271164378,0.480521713
87.75,10.75,5.60021E-7,0.008063797,0.002883762
86.85,23.15,1.0793E-4,22.460262583,0.426831758
87.75,13.15,1.92582E-6,0.061158363,0.009881974
78.85,16.950000000000003,6.85424E-5,13.525242742,0.297746642
93.05,8.75,1.36259E-5,1.262945682,0.067854273
83.25,11.35,1.57601E-6,0.044098586,0.008094246
95.45,20.950000000000003,3.0743E-5,4.763811743,0.146608023
81.25,16.450000000000003,7.05513E-5,14.082051707,0.304984237
81.45,8.35,1.48775E-5,1.493577096,0.073851592
76.85,36.35,4.59729E-5,7.961143516,0.211067297
94.75,13.55,4.78632E-5,8.435913943,0.218720234
74.15,10.15,4.33112E-5,7.367072044,0.200163626
92.85,12.55,5.04167E-5,9.109427427,0.228940785
91.95,17.450000000000003,1.1457E-4,24.055691651,0.446125835
77.35,36.35,1.12478E-4,23.408558393,0.44011657
96.65,9.15,1.75724E-5,1.979030026,0.08663341
76.05,17.65,3.49035E-5,5.593644214,0.164722261
77.65,36.35,7.99198E-5,16.163357475,0.337763429
95.15,19.35,2.0598E-5,2.539323608,0.100773566
79.75,12.65,3.22373E-5,5.056147855,0.153158588
69.55,18.450000000000003,1.41461E-5,1.359968768,0.070351836
78.05,36.35,1.19749E-6,0.029664449,0.006156195
79.35,22.55,1.96868E-4,43.674471576,0.637674554
85.65,22.35,9.56443E-6,0.703242617,0.048125501
82.95,21.55,2.27485E-5,2.960038485,0.110690596
80.25,36.35,3.66833E-5,5.9947231,0.172353705
87.75,20.15,1.59364E-4,34.472107299,0.560365532
80.45,36.35,3.85318E-6,0.183057358,0.019674066
79.35,16.35,8.92698E-5,18.27793892,0.368936284
96.35,8.15,5.96271E-6,0.353678442,0.030280692
76.25,14.350000000000001,2.91448E-5,4.425207924,0.139545612
85.15,23.450000000000003,1.20485E-4,25.536950257,0.462765846
80.95,36.35,3.65388E-5,5.972751145,0.171736805
85.25,15.850000000000001,1.26716E-5,1.102419168,0.063255825
94.85,14.850000000000001,1.40853E-4,30.456500905,0.516330488
94.45,17.15,5.84729E-5,11.116077197,0.260317494
77.75,19.25,5.11723E-4,88.580317938,0.92855764
90.15,11.75,1.0742E-5,0.855086238,0.053888198
79.05,18.35,1.22987E-4,26.206827691,0.469650942
85.95,17.05,2.79385E-4,61.359251245,0.763246801
94.25,8.05,1.13453E-6,0.026747162,0.00583351
80.05,19.55,9.53086E-5,19.720650502,0.388285481
69.15,18.55,2.26321E-5,2.939623082,0.110156525
84.65,8.95,2.13899E-9,0.000001124,0.00001103
87.15,15.75,2.26827E-7,0.001589958,0.001169024
91.25,20.85,6.51258E-5,12.729546673,0.285264162
81.15,15.05,2.40282E-5,3.229185425,0.116540109
73.75,21.15,2.87342E-4,62.491903076,0.772764695
77.65,9.95,4.11659E-4,80.311523809,0.880309998
91.25,8.45,2.72348E-6,0.104920484,0.013946339
