x,y,raw,cumulative,Cloglog
70.75,9.25,7.35164E-5,15.065763908,0.333544659
88.85,15.55,2.38412E-5,2.899808125,0.123303189
78.15,22.950000000000003,1.64697E-4,38.193916268,0.597099807
78.05,21.75,2.18337E-4,50.964212693,0.700348396
93.05,18.25,1.43997E-4,33.180698024,0.54833233
81.35,17.450000000000003,8.99939E-5,19.546484766,0.391483779
73.75,16.55,5.70022E-5,10.686398412,0.269941379
96.65,13.350000000000001,8.64778E-5,18.66347744,0.379558728
68.75,8.95,1.13354E-5,0.880225085,0.060649802
78.55,14.05,1.43711E-5,1.287672475,0.076258421
80.85,36.95,2.82194E-5,3.763388684,0.144235732
73.45,8.85,2.92571E-4,67.093538421,0.801085092
81.05,36.95,1.07521E-4,24.429419427,0.447596677
80.35,18.85,8.89565E-5,19.251049669,0.387989594
82.05,20.65,5.22415E-5,9.352001848,0.25050295
73.45,11.45,7.05176E-5,14.265288542,0.322421513
87.55,18.35,7.7897E-5,16.321095428,0.349465813
95.25,9.35,4.41366E-5,7.373641046,0.216212255
93.45,36.95,7.60287E-7,0.011253947,0.004187698
69.95,20.75,1.31807E-5,1.144234815,0.070169242
95.75,15.25,7.6094E-5,15.827630556,0.342959622
75.85,16.55,8.30605E-5,17.681145223,0.367744821
79.95,36.85,1.26161E-5,1.065534575,0.067266702
82.45,12.65,2.11518E-7,0.001453784,0.001166816
80.15,36.85,9.47446E-6,0.673033863,0.050951533
80.25,36.85,2.24946E-5,2.642842127,0.116762928
77.75,12.850000000000001,2.049E-4,48.424017764,0.677279572
89.25,11.35,2.46764E-9,0.000001449,0.00001362
81.15,11.35,3.35444E-7,0.003177632,0.001849811
83.75,10.05,1.83678E-6,0.048229073,0.010087081
94.35,17.05,5.42071E-5,9.825445009,0.258590586
91.85,9.85,1.33338E-5,1.161484398,0.070954454
96.35,15.05,3.65335E-5,5.545186187,0.182619905
84.85,15.95,1.67311E-4,38.874781736,0.602871214
79.95,19.05,2.3664E-4,55.231639699,0.72914194
77.05,10.95,1.58134E-5,1.506783402,0.083583248
75.35,22.55,8.26196E-5,17.532085416,0.366204302
81.25,12.95,2.46205E-6,0.079363793,0.013497647
80.05,16.15,4.66157E-5,7.994618129,0.226864347
95.35,10.45,3.85031E-6,0.154351585,0.021028013
94.65,22.05,3.87957E-5,6.068888912,0.19276254
77.55,36.75,5.80888E-5,10.991428087,0.274306748
79.85,18.75,3.0169E-5,4.090416404,0.153395062
78.95,22.25,1.99996E-4,47.207654415,0.668424452
96.15,11.75,7.26642E-5,14.788110974,0.330402517
70.35,12.95,9.44888E-5,20.820626484,0.406395598
69.55,17.75,3.20749E-6,0.117534517,0.017548299
80.15,36.75,6.43846E-5,12.657483937,0.299091901
74.15,13.65,1.77239E-4,41.48070452,0.624047435
91.85,17.55,8.66717E-5,18.741426842,0.380222387
82.75,20.65,6.96032E-5,13.96394945,0.318993146
80.55,36.75,9.97893E-6,0.732446277,0.053590437
95.95,22.450000000000003,1.93016E-4,45.419268603,0.655401802
71.25,20.85,4.4446E-5,7.44010141,0.217549819
80.85,36.75,3.21342E-5,4.523933901,0.162528888
96.85,23.05,2.04576E-5,2.297406882,0.106776284
85.95,13.95,1.9439E-6,0.052966919,0.010672218
81.15,36.75,2.10494E-4,49.442343242,0.687092629
75.45,11.35,6.13297E-5,11.845806386,0.287172882
95.05,20.950000000000003,1.32956E-5,1.157488602,0.070758545
72.15,17.75,1.14887E-4,26.418020124,0.469604113
93.35,19.55,1.88619E-5,2.029611966,0.098874372
92.75,10.75,4.8878E-6,0.244943338,0.0266181
85.55,12.15,4.85892E-6,0.242507062,0.026462922
89.25,12.05,5.17124E-6,0.272507945,0.028139756
74.05,11.95,6.61658E-5,13.101635294,0.305948963
75.75,24.25,1.66055E-4,38.574664669,0.600107434
77.35,17.35,5.08368E-5,9.047731987,0.244669476
78.45,14.15,8.14603E-5,17.244971329,0.362135842
68.05,14.65,7.9225E-6,0.522307589,0.042786814
82.95,13.95,1.73006E-6,0.043412912,0.009503806
95.55,9.65,5.76791E-6,0.320420812,0.031335183
80.25,36.650000000000006,7.17299E-5,14.535261869,0.326940499
86.75,11.05,3.18589E-6,0.116574507,0.01743119
96.45,17.35,2.53678E-5,3.178227249,0.130659769
80.55,36.650000000000006,1.98488E-5,2.182555957,0.103769644
76.55,10.25,2.07607E-5,2.346877636,0.10826937
96.85,21.65,3.1493E-5,4.352183483,0.15955967
78.25,19.35,1.26942E-4,29.285509465,0.503748286
