X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
79.7,20.6,train,3.0292422066443154E-4,69.09260241641675,0.8121338838410612
81.0,19.2,train,3.769903343088476E-5,5.80460455555062,0.18786137322937846
76.4,11.6,train,6.291470783799087E-4,96.26585232470602,0.9689653510961586
78.8,29.5,train,3.877106164248744E-4,81.80515484217833,0.8823468230181315
95.7,28.0,train,1.1609678762062655E-4,26.726791415283625,0.4731344139301561
79.3,20.5,train,4.486653537922224E-4,87.77457139186595,0.9159598798327299
78.1,22.5,train,1.9548617206141577E-4,46.05669231734475,0.6600677086498465
78.1,22.6,train,0.0016286752433828991,99.99999879817368,0.9998753079892518
80.0,23.1,train,2.9711284633605304E-4,67.92973205133218,0.8060100948612718
79.4,20.0,train,3.0203256338310404E-4,68.79727166657801,0.811207001681408
78.9,29.6,train,6.938416283094089E-4,97.35886395145681,0.9782847421372705
80.6,22.0,train,2.8265186301142933E-4,65.01976690287498,0.7898912584419334
78.6,19.8,train,1.7256761553236338E-4,40.06314384368826,0.6142273864038312
79.4,20.5,train,2.3782161395388617E-4,55.47127708951396,0.7309032381640104
81.5,24.2,train,1.8246360322580948E-4,43.035242395585506,0.6347339293397813
81.4,24.0,train,1.1648296302671694E-4,26.819946482376388,0.47425625315794673
80.9,23.7,train,4.332258888353406E-4,86.27529276862859,0.9084839614943641
81.2,23.6,train,1.7020835448950633E-4,39.53945320008723,0.6091709197088255
80.8,23.7,train,2.8637856692564857E-4,65.9754601600519,0.7941690429912591
76.4,25.9,train,2.521263884438764E-4,58.609657916483314,0.7513331258269256
77.2,9.4,train,6.500961487696458E-4,96.65999546634256,0.9723542104671926
77.5,12.3,train,3.978637552919175E-4,82.93554959910207,0.8887589265416947
80.1,24.7,train,4.104842828024792E-4,84.20202471129653,0.8962442894135122
76.4,11.3,train,1.767625417034266E-4,41.30189644840263,0.6230570968002979
80.8,22.1,train,3.349913851578618E-4,74.16301811105916,0.8426093249560513
76.9,10.3,train,4.5016622192393767E-4,87.84351979436177,0.9166532106461074
76.6,12.0,train,1.0742418099699714E-4,24.427865386129422,0.44730023745691383
83.0,17.6,train,6.895046144882122E-5,13.812431874285616,0.3165352167193771
81.0,23.5,train,2.8712506570631533E-4,66.0991260658677,0.795015401425313
77.2,23.3,train,3.0400498357439996E-4,69.31091787190657,0.8132512438338942
76.1,11.9,train,7.545273517133304E-5,15.660469546363206,0.34062984464525814
80.7,22.0,train,2.588697196215431E-4,60.2174697198233,0.7604185267183071
80.6,22.2,train,2.0575975539265185E-4,48.57606636890511,0.6788076360985325
81.2,23.8,train,5.574202536470568E-4,93.43757710824721,0.9538909659362721
88.9,22.0,train,2.2656783759181258E-5,2.6801018745694143,0.11755319691592547
79.0,29.4,train,4.885884221261565E-4,90.30820516639783,0.9325805026727682
79.9,24.6,train,3.3560738872257347E-4,74.27504502150597,0.8431435608494661
79.5,20.3,train,4.6006482019606373E-4,88.48621546280431,0.9210848191302768
78.8,29.6,train,3.183194803576819E-4,71.65602985898794,0.8274385125586814
76.1,12.0,train,3.2504988307949855E-5,4.614816143082466,0.16424108805226045
80.0,21.2,train,2.768699575285719E-4,64.21189196412892,0.7830777231473498
80.4,28.4,train,3.091863680779012E-4,70.25751223092647,0.8185164701611884
79.4,19.9,train,4.873288923647076E-4,90.2615646867665,0.932110161057087
79.0,21.2,train,3.1185050742144413E-4,70.75020595060272,0.8211656647798835
80.6,21.9,train,2.5267789157994185E-4,58.76056747161433,0.7520889382538163
77.9,30.3,train,3.039338089450716E-4,69.29823627785244,0.8131778639202363
78.2,30.0,train,3.927896683491012E-4,82.25187992067022,0.8855993573538066
78.2,29.9,train,1.5657898393620174E-4,36.18386691068113,0.5786350862260708
78.7,21.0,train,4.16137980446969E-4,84.9950399976864,0.8994321169196979
76.5,11.8,train,5.31453538233862E-4,92.5061076018522,0.9467852706917443
88.9,21.9,train,1.9588425793890926E-5,2.144434305722994,0.10248066043682391
88.8,22.1,train,3.218983002049377E-5,4.538733899927007,0.16278597580511622
79.5,20.9,train,5.487407906080149E-5,10.017740306833337,0.26131515236524905
81.0,23.2,train,5.066719258693396E-4,91.11359234517543,0.9389849694135103
78.2,22.5,train,2.7628283059427135E-4,64.01496970614447,0.7823735993626243
78.2,22.4,train,6.108539651677732E-4,95.75878693863514,0.9656680891219509
76.5,27.3,train,1.2758758373444405E-4,29.417739033205,0.5055130966760493
82.4,23.6,train,2.241089710062799E-4,52.46965784620919,0.7097450823385572
80.8,22.5,train,1.8041739300711998E-4,42.32135362240945,0.6305851210273612
79.5,21.8,train,3.085775039937578E-4,70.17820232448757,0.8179055330620099
78.7,29.8,train,2.4276656717669626E-4,56.347624573654116,0.7381487025037061
81.2,23.4,train,3.7563529702724235E-4,80.52659434553063,0.8742378709136228
89.0,22.0,train,1.6490028094840728E-4,38.233490599748805,0.5975508058159145
77.3,12.1,train,1.4551477451081786E-4,33.55714805040427,0.5521002492628515
78.9,16.1,train,7.410770551996003E-5,15.29079914204182,0.33571643235793447
77.7,23.2,train,3.744180436752327E-4,80.25553282974771,0.8733900588459461
80.9,23.8,train,1.5890522202515367E-4,36.728269197862346,0.5840108021575118
76.3,26.0,train,5.093008098632273E-4,91.24270210606483,0.9398639314525231
74.7,15.4,train,9.867081473940435E-5,21.982151597917888,0.4199408044866305
74.4,15.1,train,1.1222811496787281E-4,25.704852663595766,0.461762962669677
78.4,29.8,train,6.674600507865076E-4,97.03317324707038,0.9748808287846638
79.4,21.8,train,6.882570919688804E-4,97.30592829177039,0.9776049569213705
79.0,29.8,train,6.153918836055861E-4,96.00457722063487,0.9665173399085096
78.9,29.8,train,7.296937495741486E-4,97.93408443825221,0.9821834970812039
77.0,10.2,train,1.9105004762245804E-4,44.80893420493837,0.6516414856417234
74.2,15.7,train,3.011843093457515E-4,68.56614540336297,0.8103209932365932
79.9,24.4,train,4.4380361945081545E-4,87.32588915794197,0.9136741389261507
80.8,23.8,train,5.753258554255652E-4,94.33868093706563,0.9582300646330764
78.7,29.4,train,3.508600858828559E-4,76.73207397138852,0.8558085488865347
76.8,10.1,train,9.27023530799042E-5,20.25162245281582,0.4005133037647066
78.6,22.5,train,2.0069897930685574E-4,47.313335408078146,0.6697091088486038
73.7,16.1,train,6.0944288651098986E-5,11.75517360813546,0.2856549283106289
76.9,10.6,train,4.5357595668660136E-4,88.00015964822515,0.9182071641894098
78.2,22.6,train,2.0467230083837093E-4,48.334710176621414,0.6768739350886877
78.5,20.0,train,2.811804077516009E-4,64.78364860156435,0.7881778339420389
79.1,29.6,test,3.544636740598145E-4,77.26521519101831,0.8586482434340758
75.8,25.2,test,4.6446888983522227E-4,88.89722449372238,0.9229800223982717
76.4,26.1,test,3.030555302645627E-4,69.11990396770172,0.8122699958724554
76.5,26.0,test,4.830356081347642E-4,89.99590308559628,0.9304821425583907
76.5,26.1,test,1.9498882671436257E-4,45.93081384467165,0.6591332594978873
79.2,29.4,test,3.566669258054623E-4,77.6717410753643,0.8603568269504569
79.5,21.0,test,4.813551228894092E-4,89.85108913251575,0.9298343204403153
79.2,20.2,test,6.226598507827862E-5,12.085495083608727,0.29084729721811065
76.4,11.9,test,4.498141758369822E-5,7.6005362883445855,0.21985868536272746
76.2,11.4,test,6.982257765483443E-5,14.035581553576431,0.31981733765773757
80.0,24.8,test,1.0067297030895196E-4,22.579070666036838,0.4263158248527761
76.7,12.1,test,0.0011800239710445684,99.88664073347132,0.9985163952730478
76.7,11.7,test,5.160604620163252E-4,91.6104922470552,0.9420663081881101
80.5,28.4,test,4.1329528901985275E-4,84.61008255908912,0.8978417050775512
76.4,12.0,test,7.23616767383762E-5,14.69543053782313,0.32928351044757853
80.5,28.2,test,5.477126881423607E-4,93.09750454898227,0.9513529610547855
79.2,21.5,test,4.944170105642173E-4,90.52392916426709,0.9347149754213603
79.2,21.8,test,1.2691296211936193E-4,29.29889279787213,0.5036683665873335
78.1,22.8,test,2.938536638735552E-4,67.35517848427803,0.8024887466516525
81.5,24.0,test,3.644461581060317E-4,79.02212804602753,0.8662259716076253
76.1,11.6,test,7.74571444061785E-5,16.159424994681878,0.347884627632261
79.2,20.0,test,2.511393452124766E-4,58.34491355570304,0.7499746664968034
80.1,28.6,test,9.840791164630546E-4,99.83713250542603,0.9956245239341022
79.5,20.2,test,2.150030400561289E-4,50.32159669288923,0.6947836663751588
88.8,22.0,test,3.650553619370207E-5,5.53313335687428,0.1824936290018424
80.7,22.6,test,2.680900945734341E-4,62.19053020125488,0.7723064604163034
80.6,22.5,test,2.174524405234645E-4,50.84082330780276,0.6988823467471603
75.5,27.7,test,3.801967556320125E-5,5.878504299145263,0.18929744271265436
76.6,11.7,test,4.0872119378313013E-4,83.92890982208003,0.8952296537990839
76.8,11.6,test,1.4090794142276506E-4,32.466861165546234,0.5405650377422946
77.4,23.2,test,0.0016342695193649703,100.0,0.9998790994240689
76.3,11.8,test,7.64129209738433E-5,15.879167763480554,0.3441151688216375
