X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
79.0,29.8,train,3.760821209980658E-4,76.17443283065407,0.8562081900559231
78.9,29.8,train,3.2309782335068255E-4,68.79284835110698,0.8110283291835988
77.0,10.2,train,6.149276613758843E-5,11.815629014213007,0.2717473815356525
79.9,24.4,train,6.519006398393839E-4,94.78303184660524,0.9653249880348312
80.8,23.8,train,4.6058082570190923E-4,85.17033655418798,0.9069979387291188
78.7,29.4,train,2.2693613213477858E-4,50.38455068924522,0.6897166541998168
78.6,22.5,train,1.970704257812094E-4,43.753427535887326,0.6380529071067791
78.2,22.6,train,2.357825760349306E-4,52.32231999878144,0.7035536206596966
78.5,20.0,train,2.603524617284313E-4,57.54649033830303,0.7388320167465101
78.4,29.7,test,3.3617609089515825E-4,70.87449324051624,0.8233527496751044
76.3,11.9,test,2.9214986392493616E-5,4.435464133108528,0.13985689530571066
77.0,10.4,test,8.193360306913138E-5,16.626152160516984,0.3446049254461594
79.4,20.3,test,1.125650902321516E-4,23.443128242975625,0.4403693150150717
76.5,25.8,test,4.7753176884611157E-4,86.64597516550441,0.9147823433519977
77.4,23.3,test,4.406551568027946E-4,83.09148377737253,0.896933460184586
85.8,20.4,test,1.3416866918819162E-4,28.920750795758078,0.49936802497258037
79.2,29.5,test,1.4419004875004763E-4,31.292761373038793,0.524582781367397
76.8,11.8,test,7.514382367450959E-4,96.33204551774736,0.9792463615214795
76.3,12.2,test,9.209728856573376E-5,18.865016348338997,0.3780710252246965
79.3,21.4,test,4.628026685627144E-4,85.2676354886996,0.9080574424508401
79.4,21.4,test,2.3132451177480904E-4,51.40524005577231,0.696659540531219
79.4,21.5,test,4.0799497532584603E-4,79.92656133975412,0.8780272620911043
78.8,29.5,test,3.004804106040438E-4,65.14063075918624,0.7876510101593992
79.3,20.5,test,4.89339069716958E-4,87.20582194628783,0.9198162806400767
78.9,29.6,test,2.7153660874799994E-4,59.66995450296906,0.753468653453149
81.2,23.6,test,1.6614599635621734E-4,36.17342263134765,0.5754754460239166
77.5,12.3,test,2.579174049485754E-4,57.04551268261839,0.7355318124421156
83.0,17.6,test,7.061481131440384E-5,14.090963378873814,0.3052116808211558
81.0,23.5,test,2.5415382863845415E-4,56.213740568827376,0.7303488556409319
81.2,23.8,test,4.2053649188719623E-4,81.34905630758333,0.885666092121193
77.9,30.3,test,7.121696271326236E-5,14.25831689435761,0.3073657829651958
78.2,30.0,test,1.435053017744225E-4,31.14284899996979,0.5229010593059835
78.2,29.9,test,3.9564754204775296E-5,6.550498296746458,0.1845608035744648
78.7,21.0,test,5.349240239148351E-4,89.97643520332775,0.9366137493837609
88.9,21.9,test,2.080912451565569E-5,2.58181892538033,0.1017518962813686
74.7,15.4,test,5.0644653318318015E-5,9.188380243839278,0.2298465466959717
78.4,29.8,test,2.6022437408216686E-4,57.51087010543104,0.7386594517078153
74.2,15.7,test,2.6113326057512065E-4,57.76362975787682,0.7398814800441977
76.8,10.1,test,5.614321743087085E-5,10.522949461050146,0.25137763919714473
73.7,16.1,test,3.467822158024944E-5,5.543192499087646,0.16375148019771535
76.9,10.6,test,2.503175892372164E-4,55.38372789572134,0.724961284395048
