X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
78.6,29.7,train,5.386851305779131E-4,90.26836990801723,0.9378313029164843
78.4,30.1,train,2.7248992526147865E-4,59.83733893252296,0.7546776481071843
79.1,29.6,train,3.275612430159365E-4,69.57406177135184,0.8153282267902295
81.1,23.7,train,2.020492799118664E-4,44.83925555387527,0.6472276382699885
79.8,24.7,train,2.5066552363570035E-4,55.45469081629735,0.7254543263047697
80.5,22.4,train,4.303592519871198E-4,81.99973921987574,0.8913133521020384
76.4,26.0,train,7.568600036380225E-4,96.39085930859395,0.9798185777730656
76.6,27.2,train,2.468091736862858E-4,54.61266373881992,0.7199399208737856
77.2,11.9,train,7.287830266070094E-6,0.4695827879894363,0.03688460720449205
77.0,10.3,train,2.836109572532455E-4,62.006072504725736,0.7683508648591584
81.1,28.2,train,3.1810066537443565E-4,68.00341781059315,0.8060953445950206
80.7,22.3,train,3.1483423835334466E-4,67.33669600026349,0.8028014762611585
79.0,29.5,train,3.60266419393187E-4,74.43704030831903,0.8439891966627275
79.3,20.3,train,2.467918347956946E-4,54.60869812110784,0.7199148785790375
75.8,25.2,train,6.674200642236649E-4,95.02489858610946,0.9679919193094759
76.4,26.1,train,3.7422205974433915E-4,76.04271504638345,0.8548223020617307
76.5,26.0,train,5.544592329568131E-4,91.0049264547773,0.9426881526300185
76.5,26.1,train,4.543760149870724E-4,84.65441335110698,0.9039740213901508
79.2,29.4,train,4.149200188386397E-4,80.52588471405497,0.882306199722064
76.4,11.7,train,4.141812351601167E-4,80.4684590312805,0.8818569574479161
79.4,20.2,train,2.151880284976673E-4,47.63354203594806,0.6703377038958969
79.5,21.0,train,6.00537395238235E-4,93.50032568817939,0.9548093388829594
79.2,20.2,train,9.133381896933656E-5,18.70238182360283,0.3756176163228795
76.4,11.9,train,1.2077308098727067E-4,25.638586235449132,0.4635625733985568
76.2,11.4,train,6.381707891747743E-5,12.398580615719833,0.28042416334024023
78.7,20.3,train,1.0900050203614385E-4,22.657855554103946,0.42998708177573586
78.5,20.3,train,1.6680519991354537E-4,36.31098572342224,0.5769161229144153
80.4,22.3,train,2.196520541099868E-4,48.64524270202182,0.6778399096230958
79.3,21.7,train,3.4831939181186207E-4,72.51794317025762,0.834075318559903
81.0,23.8,train,1.4339611155596285E-4,31.11591170197519,0.5226323413691124
80.0,24.8,train,1.2786071446243126E-4,27.455456699046728,0.4828152017824404
76.7,12.1,train,0.0018476310434215651,99.5115591707275,0.9999272080775564
76.6,11.6,train,6.931341970035631E-4,95.50176188161083,0.9719669219782519
79.7,29.6,train,1.2541722909500296E-4,26.78288137103446,0.4762571211771711
76.7,11.7,train,4.4730824082507954E-4,83.79175438482332,0.9004095752347393
80.5,28.4,train,4.1702558549363894E-4,80.79138725372387,0.8835772101545853
78.6,29.5,train,5.132954774017532E-4,88.68862795102244,0.9291346534676871
76.2,12.1,train,3.4000852662454626E-5,5.404768497064875,0.16082529673514778
76.4,12.2,train,1.0527450202508065E-4,21.988846166223038,0.4189287717604765
76.4,12.0,train,1.4197433185965372E-4,30.698921278706273,0.5191194836408368
80.5,28.2,train,7.043379721529445E-4,95.77346903568959,0.9735406580256564
76.3,25.8,train,2.7029507521945045E-4,59.49747014901358,0.7518852055031882
79.2,21.5,train,7.242898951671855E-4,96.09809105727551,0.9761276529539304
79.4,21.6,train,2.736812484797811E-4,60.09390802213445,0.7561801518774789
78.9,29.5,train,3.213576585674777E-4,68.51297065822132,0.8093249185747314
79.7,20.6,train,2.4391844733922288E-4,53.76103210777527,0.7157338032991665
79.2,21.8,train,1.610208932275131E-4,34.96259023645913,0.5641060002501816
81.0,19.2,train,3.9276537427245076E-5,6.483432276753214,0.18334792920946819
76.4,11.6,train,5.835018938097263E-4,92.71361119811664,0.9506597828491561
95.7,28.0,train,6.75383374953386E-5,13.264502082535744,0.2941010815510997
78.1,22.8,train,2.2797148422802873E-4,50.57966459808211,0.6913688817679282
78.1,22.5,train,2.2326158586670827E-4,49.545545718640426,0.6837810409399676
78.1,22.6,train,0.0028798775312951033,99.99999883185518,0.9999996449536902
80.0,23.1,train,4.936601761345411E-4,87.74609215172484,0.9215832686681165
79.4,20.0,train,3.095616921001769E-4,66.4726226651625,0.797366173103198
80.6,22.0,train,3.4982384012524154E-4,72.78012515743673,0.8353576104070358
78.6,19.8,train,1.671660398343413E-4,36.40869651228051,0.5777026600741807
79.4,20.5,train,2.152960488689501E-4,47.67340093661804,0.6705212884689401
81.5,24.2,train,1.8357249548699422E-4,40.3932570915055,0.6119615311513412
81.4,24.0,train,1.6196168187704643E-4,35.17913279811071,0.5662156098532621
81.5,24.0,train,0.0015147330173436817,98.81882294166756,0.9995948322958347
80.9,23.7,train,3.6489193469069317E-4,74.91493514370595,0.8476664849547231
80.8,23.7,train,5.71428078833154E-4,92.24662300829957,0.9474900836601824
76.4,25.9,train,2.3335808613331933E-4,51.79404829825505,0.6998239844624317
76.1,11.6,train,2.067271722356401E-4,45.66883915573357,0.6556357648481435
77.2,9.4,train,5.7273160109633E-4,92.33899187892985,0.9478418733600716
80.1,24.7,train,7.02299979345606E-4,95.72404487121538,0.9732611154244856
76.4,11.3,train,1.1200089239061061E-4,23.260156717491864,0.43873871639995254
79.2,20.0,train,3.8772315596579586E-4,77.5851505539043,0.8645861375510548
80.1,28.6,train,9.237686643480284E-4,98.02183207704458,0.9914661199262369
80.8,22.1,train,4.0053026770945813E-4,79.00466971261936,0.8732404819038957
76.9,10.3,train,2.9689019354006094E-4,64.56791377450229,0.7836829377305712
76.6,12.0,train,1.691510071523924E-4,36.899636854481784,0.5820032996758102
77.2,23.3,train,3.2719783599202164E-4,69.5322161419852,0.8149818226828817
76.1,11.9,train,1.8320729980814886E-4,40.32491435913317,0.6112300694152897
80.7,22.0,train,2.2954043015265487E-4,50.95573664999348,0.6938558725533374
80.6,22.2,train,1.9562290467526835E-4,43.27123697260751,0.6353410043117532
88.9,22.0,train,2.4538314573173843E-5,3.3485651661071993,0.11886086385927064
79.0,29.4,train,4.3879011602919156E-4,82.86806917688467,0.8959374165880952
79.9,24.6,train,4.671880698799403E-4,85.75586092467175,0.9101133644954698
79.5,20.3,train,5.608321898671739E-4,91.62011030440782,0.9445410473981541
78.8,29.6,train,2.1454459736834793E-4,47.3861468088881,0.6692420478291745
76.1,12.0,train,3.4590114222923376E-5,5.523783691779665,0.16337144099679213
80.0,21.2,train,3.1337748342778396E-4,67.08445547976788,0.8013144979686088
79.5,20.2,train,1.5321630556442429E-4,33.150980199290515,0.5462048121458682
80.4,28.4,train,3.6935125635794314E-4,75.53843459506611,0.8511295649513166
79.4,19.9,train,5.716250754298528E-4,92.2671581037785,0.9475434001644774
79.0,21.2,train,2.7831588050878373E-4,61.09637760120944,0.7619383556685041
80.6,21.9,train,2.3826358335376946E-4,52.67768319651672,0.7073222302126225
76.5,11.8,train,5.76817927715938E-4,92.57039282714202,0.9489294740217524
88.8,22.1,train,3.8438895187027635E-5,6.299316126719834,0.17981271160203294
79.5,20.9,train,4.803060695522913E-5,8.493117434579338,0.21939445485194753
81.0,23.2,train,5.475185994223055E-4,90.7620020861834,0.9405997177070647
88.8,22.0,train,3.935439082875877E-5,6.500544676135059,0.1836757297586018
78.2,22.5,train,2.791476360776358E-4,61.297449091633844,0.762957266739873
78.2,22.4,train,8.041731559128808E-4,97.01923287366232,0.9841878765073742
76.5,27.3,train,1.559202175531226E-4,33.66456381930257,0.5524884382639054
82.4,23.6,train,2.1925660785854359E-4,48.56157145168404,0.6771822755798539
80.8,22.5,train,1.9693451143059339E-4,43.691012794033,0.6377991344624453
79.5,21.8,train,2.8729752191794495E-4,62.46551567502839,0.7727131404109198
80.7,22.6,train,2.5318456772938753E-4,56.01489939126711,0.728997682575167
78.7,29.8,train,3.1137043467754634E-4,66.8267521094197,0.7992474254931072
81.2,23.4,train,4.088107339338976E-4,79.99305409925566,0.8785392898110267
80.6,22.5,train,2.5313077426919754E-4,55.995406649454985,0.7289224952010669
75.5,27.7,train,6.248469182736159E-5,12.058316938648789,0.27546301710462795
89.0,22.0,train,2.4338094202538884E-4,53.5823984481645,0.7149447756782521
77.3,12.1,train,2.577415535866366E-4,57.01172092744922,0.7352918748478712
78.9,16.1,train,6.509191017530812E-5,12.708714062245335,0.28513919602118454
76.6,11.7,train,4.515305091436166E-4,84.25994736465245,0.9025545694857564
76.8,11.6,train,2.6419904333478596E-4,58.52634685282492,0.7439615380363727
77.4,23.2,train,0.0020045356942867626,99.58580350616315,0.9999675897237634
76.3,11.8,train,1.2667626864522316E-4,27.147095802378512,0.47964658185953
77.7,23.2,train,4.757209621069923E-4,86.49444895372811,0.913982853079495
80.9,23.8,train,1.8483836171840343E-4,40.6609039858628,0.6144863374058
76.3,26.0,train,5.451941977024529E-4,90.67013310043421,0.9398834302739695
74.4,15.1,train,5.722902955488042E-5,10.786389839947342,0.2555577169597605
79.4,21.8,train,7.966201750260879E-4,96.88876840995256,0.9835598528852766
