x,y,raw,cumulative,Cloglog
70.75,9.25,5.73689E-5,10.495747714,0.253609076
88.85,15.55,2.54367E-5,3.228399452,0.121635395
78.15,22.950000000000003,2.32969E-4,51.835678408,0.695119739
78.05,21.75,2.02901E-4,45.013890915,0.644606688
93.05,18.25,1.30966E-4,28.138536604,0.487140825
81.35,17.450000000000003,1.00999E-4,20.60028037,0.402477819
73.75,16.55,4.21846E-5,6.702897901,0.193527688
96.65,13.350000000000001,1.18592E-4,24.953331007,0.453741146
68.75,8.95,6.79818E-6,0.464534029,0.034067938
78.55,14.05,3.42158E-5,5.02842707,0.160085656
80.85,36.95,3.23934E-5,4.632220879,0.152245042
73.45,8.85,4.14986E-4,80.026518565,0.879473011
81.05,36.95,1.05493E-4,21.609489277,0.416012704
80.35,18.85,1.42688E-4,30.655929973,0.516894911
82.05,20.65,1.5678E-5,1.646128201,0.07682547
73.45,11.45,5.15688E-5,8.960711343,0.231206517
87.55,18.35,1.04323E-4,21.410161035,0.412517346
95.25,9.35,3.89684E-5,6.048019037,0.18019392
93.45,36.95,3.87559E-8,0.000138651,0.000197584
69.95,20.75,1.0185E-5,0.857774832,0.050604895
95.75,15.25,1.4302E-4,30.727384815,0.517712679
75.85,16.55,7.24302E-5,14.039538512,0.308780973
79.95,36.85,6.90668E-6,0.473451561,0.034602167
82.45,12.65,1.50382E-7,0.001057396,0.000766459
80.15,36.85,4.70576E-6,0.256266528,0.023707628
80.25,36.85,3.89943E-5,6.055816496,0.180302251
77.75,12.850000000000001,1.8219E-4,40.313983761,0.605024233
89.25,11.35,7.22693E-10,0.000000542,0.000003685
81.15,11.35,8.46649E-8,0.000418896,0.000431586
83.75,10.05,1.04372E-6,0.023975166,0.005307481
94.35,17.05,2.96269E-5,4.09802787,0.140202501
91.85,9.85,1.48355E-5,1.513436698,0.072851303
96.35,15.05,3.87577E-5,5.993610411,0.179312733
84.85,15.95,1.17793E-4,24.787827344,0.451511847
79.95,19.05,2.32468E-4,51.672725257,0.694340159
77.05,10.95,2.07342E-5,2.43214265,0.100320997
75.35,22.55,4.5874E-5,7.53483544,0.208556508
81.25,12.95,6.51606E-6,0.437297377,0.03267749
80.05,16.15,4.06155E-5,6.334071862,0.187049907
95.35,10.45,1.12543E-5,0.992683631,0.05576669
94.65,22.05,2.50397E-5,3.14003198,0.119855596
77.55,36.75,2.93201E-5,4.027250726,0.138856132
79.85,18.75,5.0834E-5,8.776312749,0.228320829
