Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
1.2122E-10,0.000000012,0.00000063,1,0,0
1.96929E-10,0.000000032,0.000001024,0.999901098,0,0
4.66043E-10,0.000000118,0.000002424,0.999703293,0,0
1.39459E-9,0.00000031,0.000007253,0.999505489,0,0
2.02826E-9,0.00000104,0.000010549,0.99910988,0,0
4.25232E-9,0.000002915,0.000022117,0.998615369,0,0
1.10708E-8,0.000010358,0.000057579,0.997626348,0,0
1.83322E-8,0.00002503,0.000095344,0.996637326,0,0
2.56667E-8,0.00005084,0.000133487,0.995549402,0,0
5.05318E-8,0.00010176,0.000262789,0.994263673,0,0
8.17375E-8,0.000257739,0.000425039,0.991890021,0,0
1.2589E-7,0.000506497,0.000654558,0.989516368,0,0
1.75657E-7,0.001015667,0.0009132,0.986153694,0,0
3.1468E-7,0.002518338,0.001635357,0.980120661,0,0
4.56419E-7,0.005042246,0.00237109,0.973593116,0,0
6.88005E-7,0.010043704,0.00357202,0.964889724,0,0
1.22516E-6,0.025011187,0.006351971,0.949362081,0,0
1.80387E-6,0.050120953,0.009338326,0.93304322,0,0
2.77814E-6,0.10024568,0.014345633,0.911284739,0,0
4.13944E-6,0.200053452,0.021299746,0.88280091,0,0
5.32253E-6,0.300325624,0.027303604,0.861932549,0,0
6.31491E-6,0.400380974,0.032311262,0.844921373,0,0
7.27121E-6,0.500009287,0.037112449,0.830382751,0,0
8.19654E-6,0.600481526,0.041735501,0.817525467,0,0
8.97247E-6,0.700174926,0.045594979,0.806052814,0,0
9.47932E-6,0.750019371,0.048107663,0.800712096,0,0
9.90326E-6,0.800536543,0.050204278,0.795569182,0,0
1.06436E-5,0.900420242,0.053854633,0.78597567,0.007874016,0
1.1364E-5,1.000550632,0.057393194,0.776975571,0.007874016,0
1.20857E-5,1.100473469,0.060924386,0.768568885,0.007874016,0
1.27045E-5,1.201132073,0.063942137,0.760557808,0.007874016,0
1.33546E-5,1.300143738,0.067101871,0.753041242,0.007874016,0
1.40259E-5,1.400083006,0.070353439,0.745821383,0.007874016,0
1.4846E-5,1.501143665,0.074310351,0.73889823,0.007874016,0
1.62244E-5,1.751589221,0.080922939,0.722974978,0.007874016,0
1.76551E-5,2.000939513,0.087736807,0.708436356,0.007874016,0
1.90877E-5,2.250166254,0.09450919,0.694985659,0.007874016,0
2.07704E-5,2.501301134,0.1023992,0.682523984,0.007874016,0.032258065
2.20092E-5,2.751482363,0.108164326,0.670952428,0.007874016,0.032258065
2.35239E-5,3.001451535,0.115162639,0.660073188,0.007874016,0.032258065
2.48091E-5,3.250476847,0.121057664,0.649886262,0.015748031,0.032258065
2.59859E-5,3.502057667,0.126420783,0.640094946,0.023622047,0.032258065
2.72491E-5,3.750108514,0.132141589,0.630897043,0.023622047,0.032258065
2.85826E-5,4.001821938,0.138139861,0.621995846,0.023622047,0.032258065
2.97244E-5,4.252438183,0.143242982,0.613490258,0.023622047,0.064516129
3.11414E-5,4.501377888,0.149534014,0.605380279,0.023622047,0.064516129
3.23338E-5,4.751971447,0.154792388,0.597567006,0.039370079,0.064516129
3.35932E-5,5.002547162,0.160310668,0.59005044,0.039370079,0.064516129
3.49663E-5,5.253461051,0.166285905,0.582830581,0.039370079,0.064516129
3.60769E-5,5.50215712,0.171088099,0.575907428,0.047244094,0.064516129
3.72265E-5,5.75130241,0.176029458,0.569182079,0.047244094,0.064516129
3.83696E-5,6.000696621,0.18091372,0.562654535,0.047244094,0.064516129
3.99271E-5,6.25110697,0.187522402,0.556324795,0.047244094,0.064516129
4.1281E-5,6.502716398,0.193223528,0.550192859,0.047244094,0.064516129
4.25344E-5,6.750655912,0.198465741,0.54435763,0.047244094,0.064516129
4.34304E-5,7.004173279,0.20219249,0.538522401,0.05511811,0.064516129
4.46401E-5,7.251054379,0.207196495,0.532983879,0.05511811,0.064516129
4.54731E-5,7.503416216,0.210623932,0.527445357,0.05511811,0.064516129
4.65434E-5,7.752030505,0.215005851,0.522104639,0.05511811,0.064516129
4.75394E-5,8.00156844,0.219062016,0.516862823,0.05511811,0.064516129
4.85447E-5,8.251645428,0.223134718,0.511719909,0.05511811,0.064516129
5.00219E-5,8.502487744,0.229080512,0.506675898,0.05511811,0.064516129
5.10495E-5,8.754929147,0.233189822,0.501730788,0.05511811,0.096774194
5.22161E-5,9.002893692,0.237828494,0.496983483,0.05511811,0.096774194
5.32603E-5,9.250952066,0.241956577,0.492335081,0.05511811,0.096774194
5.43836E-5,9.504094353,0.246372516,0.487686678,0.05511811,0.096774194
5.54841E-5,9.751334923,0.250674063,0.48323608,0.062992126,0.096774194
5.62605E-5,10.002580335,0.253693816,0.478785481,0.062992126,0.096774194
5.72768E-5,10.252761449,0.257628306,0.474433785,0.062992126,0.096774194
5.81365E-5,10.500759141,0.260940292,0.470180991,0.062992126,0.096774194
5.89783E-5,10.752338636,0.264168986,0.465928197,0.062992126,0.096774194
6.03806E-5,11.002948885,0.269516406,0.461774305,0.062992126,0.096774194
6.1269E-5,11.252383161,0.272883915,0.457719316,0.070866142,0.129032258
6.20998E-5,11.505561641,0.276019166,0.453664326,0.070866142,0.129032258
6.30752E-5,11.755947807,0.279682654,0.449708239,0.070866142,0.129032258
6.40762E-5,12.004061206,0.283423099,0.445851053,0.070866142,0.129032258
6.5281E-5,12.256246926,0.287899353,0.441993868,0.070866142,0.129032258
6.60257E-5,12.506033846,0.290652521,0.438235585,0.078740157,0.129032258
6.68239E-5,12.751788183,0.293591035,0.434576204,0.086614173,0.129032258
6.75773E-5,13.000416861,0.296353715,0.430916823,0.086614173,0.129032258
6.87946E-5,13.252889242,0.300794923,0.427257442,0.086614173,0.129032258
6.98341E-5,13.502659586,0.304565091,0.423696964,0.094488189,0.129032258
7.08604E-5,13.755921945,0.308267247,0.420136485,0.094488189,0.129032258
7.17028E-5,14.005540878,0.311291491,0.416674909,0.094488189,0.129032258
