Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
2.37516E-4,55.500406457,0.707100305,0.11256182,0.448818898,0.580645161
2.39751E-4,55.762824934,0.710465306,0.111473788,0.448818898,0.580645161
2.40792E-4,56.003161885,0.712019746,0.110484669,0.448818898,0.580645161
2.42157E-4,56.268989835,0.714045139,0.109396637,0.448818898,0.580645161
2.4396E-4,56.512076587,0.716697278,0.108407517,0.448818898,0.580645161
2.45392E-4,56.756687477,0.718787369,0.107418398,0.448818898,0.580645161
2.4695E-4,57.002941106,0.72104308,0.106429278,0.448818898,0.612903226
2.47918E-4,57.250492209,0.722435204,0.105440158,0.448818898,0.612903226
2.48674E-4,57.523603037,0.723517861,0.104352127,0.448818898,0.612903226
2.50054E-4,57.773118769,0.725483544,0.103363007,0.456692913,0.612903226
2.50872E-4,58.023610835,0.726642662,0.102373887,0.456692913,0.612903226
2.52236E-4,58.274990517,0.728563983,0.101384768,0.456692913,0.612903226
2.5311E-4,58.502444424,0.729786867,0.10049456,0.456692913,0.612903226
2.54364E-4,58.756212696,0.731532931,0.09950544,0.464566929,0.612903226
2.55271E-4,59.011080635,0.732788847,0.09851632,0.464566929,0.612903226
2.56888E-4,59.267590591,0.735014176,0.097527201,0.464566929,0.612903226
2.59232E-4,59.500258635,0.738204675,0.096636993,0.472440945,0.612903226
2.60494E-4,59.760118848,0.739907491,0.095647873,0.480314961,0.612903226
2.62474E-4,60.021836174,0.742556988,0.094658754,0.480314961,0.612903226
2.6338E-4,60.258661371,0.7437597,0.093768546,0.488188976,0.612903226
2.64745E-4,60.522894704,0.745561935,0.092779426,0.496062992,0.64516129
2.66072E-4,60.761854202,0.74730048,0.091889219,0.496062992,0.64516129
2.67579E-4,61.002024986,0.749262191,0.090999011,0.496062992,0.64516129
2.68302E-4,61.270016612,0.750197757,0.090009891,0.496062992,0.64516129
2.69024E-4,61.511940161,0.751128443,0.089119683,0.496062992,0.64516129
2.70275E-4,61.754715272,0.75273289,0.088229476,0.496062992,0.677419355
2.72263E-4,62.026217029,0.755260754,0.087240356,0.496062992,0.677419355
2.73557E-4,62.271711412,0.756892801,0.086350148,0.496062992,0.677419355
2.74561E-4,62.518411101,0.758151455,0.085459941,0.496062992,0.677419355
2.75954E-4,62.76629148,0.759887467,0.084569733,0.496062992,0.677419355
2.77395E-4,63.015278629,0.761669521,0.083679525,0.496062992,0.677419355
2.80149E-4,63.266349815,0.7650385,0.082789318,0.496062992,0.677419355
2.81419E-4,63.51920343,0.766575573,0.08189911,0.496062992,0.677419355
2.82733E-4,63.773163937,0.768156469,0.081008902,0.496062992,0.709677419
2.84507E-4,64.000236521,0.770273334,0.080217606,0.496062992,0.709677419
2.85549E-4,64.256713585,0.771506561,0.079327399,0.496062992,0.709677419
2.87746E-4,64.514758685,0.774088071,0.078437191,0.503937008,0.709677419
2.89275E-4,64.774372695,0.7758664,0.077546983,0.511811024,0.709677419
2.9033E-4,65.006235856,0.777085513,0.076755687,0.511811024,0.709677419
2.91498E-4,65.26810711,0.778427905,0.07586548,0.527559055,0.709677419
2.92939E-4,65.502020065,0.780072191,0.075074184,0.527559055,0.709677419
2.94914E-4,65.766752862,0.782305875,0.074183976,0.535433071,0.709677419
2.96001E-4,66.003102693,0.783526209,0.073392681,0.535433071,0.709677419
2.97679E-4,66.27061757,0.785396058,0.072502473,0.535433071,0.709677419
2.98796E-4,66.509394338,0.786631985,0.071711177,0.535433071,0.709677419
2.99769E-4,66.778885944,0.787702579,0.070820969,0.535433071,0.709677419
3.01223E-4,67.019514863,0.789292091,0.070029674,0.535433071,0.709677419
3.03103E-4,67.261286652,0.79132973,0.069238378,0.535433071,0.709677419
