Predictor variable,Categorical,Sample average
2m_dewpoint_temperature,false,0.3776590606079452
2m_temperature,false,0.353398800369293
evaporation,false,-0.2088143219302837
leaf_area_index_high_vegetation,false,0.29771582705397454
runoff,false,0.2737916789594151
surface_solar_radiation_downwards,false,-0.17107129389686243
total_precipitation,false,0.26503901289302917
wind_speed,false,-0.2205075715125228
