x,y,raw,cumulative,Cloglog
70.75,9.25,7.93622E-5,16.138982133,0.33818865
88.85,15.55,2.01073E-5,2.401225108,0.099298273
78.15,22.950000000000003,9.51536E-5,20.418736102,0.39037298
78.05,21.75,2.08878E-4,49.773931878,0.66257373
93.05,18.25,1.2453E-4,28.689398292,0.476751596
81.35,17.450000000000003,7.87404E-5,15.957023728,0.336044814
73.75,16.55,5.5313E-5,9.701466815,0.250006729
96.65,13.350000000000001,1.46633E-4,34.718253453,0.533576573
68.75,8.95,1.66055E-5,1.815651773,0.0827433
78.55,14.05,1.39759E-5,1.384684865,0.070111409
80.85,36.95,2.24035E-5,2.822457505,0.109991179
73.45,8.85,5.28738E-4,88.503999016,0.936075051
81.05,36.95,1.02368E-4,22.412099326,0.412823067
80.35,18.85,1.02214E-4,22.3609374,0.412354239
82.05,20.65,3.43287E-5,5.121653761,0.163516482
73.45,11.45,6.59509E-5,12.459829504,0.290376311
87.55,18.35,4.51835E-5,7.417297345,0.209434147
95.25,9.35,6.51706E-5,12.243192093,0.287490544
93.45,36.95,3.65258E-7,0.003364594,0.001897958
69.95,20.75,1.34088E-5,1.312191137,0.067364951
95.75,15.25,1.38621E-4,32.554356302,0.513728384
75.85,16.55,1.2077E-4,27.62097533,0.466419507
79.95,36.85,6.08834E-6,0.376224065,0.031170232
82.45,12.65,3.04623E-7,0.002362402,0.001583137
80.15,36.85,4.82633E-6,0.255070236,0.024790003
80.25,36.85,1.42419E-5,1.428342178,0.071397232
77.75,12.850000000000001,2.30909E-4,53.952776259,0.69910468
89.25,11.35,4.94048E-9,0.000003409,0.000025696
81.15,11.35,2.32557E-7,0.001562702,0.001208833
83.75,10.05,1.53795E-6,0.036854007,0.007967182
94.35,17.05,4.95015E-5,8.447713594,0.226991035
91.85,9.85,2.04637E-5,2.460051199,0.100966447
96.35,15.05,3.66183E-5,5.614833842,0.17341879
84.85,15.95,4.04623E-5,6.343450119,0.189780762
79.95,19.05,2.72171E-4,61.341025139,0.757220281
77.05,10.95,1.8516E-5,2.161845763,0.09181245
75.35,22.55,6.56589E-5,12.341376108,0.289297835
81.25,12.95,3.71005E-6,0.163260812,0.019111521
80.05,16.15,5.04664E-5,8.623109388,0.230860796
95.35,10.45,5.44512E-6,0.311643169,0.027923603
94.65,22.05,2.14231E-5,2.636441723,0.1054413
77.55,36.75,2.83247E-5,3.939299075,0.136982934
79.85,18.75,4.4367E-5,7.20204314,0.206069682
78.95,22.25,1.59963E-4,38.251832334,0.564818264
96.15,11.75,8.83166E-5,18.491924591,0.368304498
70.35,12.95,1.10129E-4,24.591044837,0.436052955
69.55,17.75,6.47741E-6,0.417610942,0.033128795
80.15,36.75,5.96301E-5,10.870859059,0.266659391
74.15,13.65,2.06327E-4,49.026730865,0.658066679
91.85,17.55,5.14514E-5,8.852344374,0.234791238
82.75,20.65,7.78089E-5,15.589243095,0.332820257
80.55,36.75,5.93312E-6,0.359358804,0.030387752
95.95,22.450000000000003,1.76506E-4,42.235783535,0.600695727
71.25,20.85,6.49145E-5,12.204166897,0.286540792
80.85,36.75,1.86424E-5,2.180419357,0.092409411
96.85,23.05,1.66586E-5,1.82396935,0.082996239
85.95,13.95,2.87308E-6,0.105613783,0.01483221
81.15,36.75,1.88867E-4,44.949345022,0.625560049
75.45,11.35,4.06374E-5,6.388063365,0.190518373
95.05,20.950000000000003,1.22316E-5,1.115093194,0.061636975
72.15,17.75,1.64981E-4,39.46987378,0.576028689
93.35,19.55,1.20955E-5,1.101683019,0.060972477
92.75,10.75,4.25262E-6,0.207640033,0.021875703
85.55,12.15,6.48665E-6,0.418907783,0.033175248
