X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
78.6,29.7,train,4.615153184434122E-4,83.26762943286269,0.9093192585052392
78.4,29.7,train,4.3978357416885305E-4,81.27885293402586,0.8984678945179618
78.4,30.1,train,4.006139497965763E-4,78.31663605244408,0.8755253426121152
79.1,29.6,train,3.069809977592551E-4,66.66503949058878,0.7974268321978357
79.8,24.7,train,2.8019482546415514E-4,62.52393608996102,0.7671440465833664
80.5,22.4,train,4.7451756701923087E-4,84.49639765319023,0.9152489309011337
76.4,26.0,train,5.943347455231435E-4,91.52972710536234,0.9545537061127044
77.2,11.9,train,1.049048432336476E-5,0.8797624899438967,0.053100749725056295
76.3,11.9,train,3.190905501859386E-5,4.662707478065119,0.15292307936291583
77.0,10.3,train,5.469780655013759E-4,89.43996805025998,0.9418607812050173
77.0,10.4,train,2.081225131957981E-4,49.50277948696987,0.6612443928335234
81.1,28.2,train,2.737773139810662E-4,61.73881326862137,0.7592405084419033
79.4,20.3,train,1.1793637968841175E-4,26.760005361196665,0.458495969843947
79.0,29.5,train,6.645652072425943E-4,93.79297089993999,0.9684601404866477
76.5,25.8,train,5.357328923212638E-4,88.7691428020606,0.9383589350070483
75.8,25.2,train,5.454742819045918E-4,89.38642200191939,0.9414042679465673
77.4,23.3,train,5.621481490468528E-4,90.16768320321498,0.9462717688879462
85.8,20.4,train,1.5756253101742755E-4,37.50365018091343,0.5593508579655985
79.2,29.5,train,2.4807582114358867E-4,57.334280054816574,0.7248061419924623
76.4,26.1,train,2.950268517209168E-4,64.59502580910767,0.7844319908914086
76.5,26.0,train,5.977560702054586E-4,91.64952036728947,0.9553552618988471
76.5,26.1,train,1.8097910608369963E-4,43.395219508937494,0.6098794284002559
79.2,29.4,train,3.926993421876607E-4,77.70004641784591,0.87029440877002
79.4,20.2,train,2.0663451307132138E-4,49.153397807344106,0.6586124862475842
79.5,21.0,train,4.7649570672635394E-4,84.70793657870897,0.916116430488727
79.2,20.2,train,1.0066199854225889E-4,21.928315480353277,0.4075910727476383
76.4,11.9,train,9.688545091654139E-5,20.901199021836977,0.3958397111615458
76.2,11.4,train,8.939499663761749E-5,18.75274492112993,0.3718377356040071
78.5,20.3,train,1.9450822044661748E-4,46.17350497241853,0.6363874419836504
80.4,22.3,train,1.504466410886951E-4,35.7285495151916,0.5427365181297332
79.3,21.7,train,3.332376439723782E-4,70.39535292481835,0.8232853304745013
81.0,23.8,train,5.47384686144672E-5,9.58381985823942,0.24776234286878485
80.0,24.8,train,1.1226295607281284E-4,25.12926252338021,0.4422790014567801
76.7,12.1,train,0.0032253112070792646,99.59543632129842,0.9999999481715458
79.7,29.6,train,2.484942396466538E-4,57.43336539550168,0.725404383431377
76.8,11.8,train,0.001280839179796115,98.50595183009416,0.9987212041178488
76.7,11.7,train,7.117053342120058E-4,95.00681696820125,0.9753181225371675
80.5,28.4,train,4.0775337394358536E-4,78.78595818082896,0.880062721609829
76.3,12.2,train,7.697315361100682E-5,15.35686797788431,0.32991378617453215
76.2,12.1,train,3.1516946729412376E-5,4.580302402839196,0.15119377611269458
76.4,12.2,train,9.47895260170989E-5,20.262732278709727,0.38921759842696324
76.4,12.0,train,1.257965368597341E-4,29.03167113113246,0.48018724790540224
80.5,28.2,train,6.107338068375809E-4,92.05941450508149,0.9582692903065511
79.3,21.4,train,4.145266350863952E-4,79.45029475372309,0.8842144028273912
79.2,21.5,train,6.839873577393076E-4,94.3004009940916,0.9714905784207111
79.4,21.4,train,2.461307791945008E-4,56.8791925061432,0.7220080262302317
79.4,21.5,train,3.350542360872615E-4,70.59933202423946,0.824947132610661
79.2,21.8,train,1.2931215904355027E-4,30.026986560447465,0.4896057954673019
81.0,19.2,train,7.552821626111551E-5,14.980202810844041,0.3248588926351009
76.4,11.6,train,9.604460368717316E-4,97.84346732117763,0.9932311471356453
78.8,29.5,train,3.4459228224087944E-4,71.91583420262224,0.8334194091505832
95.7,28.0,train,1.0818510514765498E-4,23.970435725818522,0.4303236753849441
79.3,20.5,train,4.3362997759516887E-4,80.75534507922646,0.8951657180934999
78.1,22.8,train,2.3756169108330794E-4,55.2893800820588,0.7093379208711303
78.1,22.6,train,0.004045642743183021,100.0,0.9999999992729266
79.4,20.0,train,3.7688514518765523E-4,75.70122532656485,0.8591748280391194
78.9,29.6,train,4.947568546728394E-4,85.73761779201878,0.923716947628004
78.6,19.8,train,1.2590044077307274E-4,29.06446617010954,0.4804680891219133
79.4,20.5,train,2.3168875477072018E-4,54.13454335772182,0.7003223570475701
81.5,24.2,train,1.753998366993049E-4,41.92997700761334,0.5983928127429736
81.5,24.0,train,6.967856141441345E-4,94.67821779057313,0.9733265425899918
80.9,23.7,train,4.519871013258826E-4,82.1865575895938,0.9047121141536307
81.2,23.6,train,1.4762043710542537E-4,34.99572383732585,0.535965324267367
80.8,23.7,train,3.5362052544993586E-4,73.29228152231262,0.8410607622500337
76.4,25.9,train,2.517001140657349E-4,57.970230465640505,0.7299450930625988
76.1,11.6,train,8.499472845791875E-5,17.63786852374171,0.35729555430671933
77.2,9.4,train,7.856903493501483E-4,96.5004514056179,0.9832019614522174
77.5,12.3,train,5.80324323875539E-4,90.89521462490379,0.9511183741926573
76.4,11.3,train,7.43141114931306E-5,14.71662718506444,0.32058206228577
79.2,20.0,train,2.0783020457062362E-4,49.44465630995569,0.6607289771146854
80.1,28.6,train,0.001130420208877357,98.27086033666534,0.9972037743970183
76.6,12.0,train,1.467583202992136E-4,34.76235820051122,0.5338799214542758
