variable,x,y
evaporation,-3.573950207233429,0.3286621868610382
evaporation,-3.56256843624115,0.3286621868610382
evaporation,-3.551186665248871,0.3286621868610382
evaporation,-3.539804894256592,0.3286621868610382
evaporation,-3.5284231232643126,0.3286621868610382
evaporation,-3.5170413522720336,0.3286621868610382
evaporation,-3.5056595812797546,0.3286621868610382
evaporation,-3.4942778102874756,0.3286621868610382
evaporation,-3.4828960392951966,0.3286621868610382
evaporation,-3.4715142683029176,0.3286621868610382
evaporation,-3.4601324973106387,0.3286621868610382
evaporation,-3.4487507263183597,0.3286621868610382
evaporation,-3.4373689553260802,0.3286621868610382
evaporation,-3.4259871843338012,0.3286621868610382
evaporation,-3.4146054133415222,0.3286621868610382
evaporation,-3.4032236423492432,0.3286621868610382
evaporation,-3.3918418713569642,0.3286621868610382
evaporation,-3.3804601003646852,0.3286621868610382
evaporation,-3.3690783293724063,0.3286621868610382
evaporation,-3.357696558380127,0.3286621868610382
evaporation,-3.346314787387848,0.3286621868610382
evaporation,-3.334933016395569,0.3286621868610382
evaporation,-3.32355124540329,0.3286621868610382
evaporation,-3.312169474411011,0.3286621868610382
evaporation,-3.300787703418732,0.3286621868610382
evaporation,-3.289405932426453,0.3286621868610382
evaporation,-3.278024161434174,0.3286621868610382
evaporation,-3.2666423904418944,0.3286621868610382
evaporation,-3.2552606194496154,0.3286621868610382
evaporation,-3.2438788484573364,0.3286621868610382
evaporation,-3.2324970774650574,0.3286621868610382
evaporation,-3.2211153064727784,0.3286621868610382
evaporation,-3.2097335354804994,0.3286621868610382
evaporation,-3.1983517644882205,0.3286621868610382
evaporation,-3.186969993495941,0.3286621868610382
evaporation,-3.175588222503662,0.3286621868610382
evaporation,-3.164206451511383,0.3286621868610382
evaporation,-3.152824680519104,0.3286621868610382
evaporation,-3.141442909526825,0.3286621868610382
evaporation,-3.130061138534546,0.3286621868610382
evaporation,-3.118679367542267,0.3286621868610382
evaporation,-3.107297596549988,0.3286621868610382
evaporation,-3.095915825557709,0.32964399456977844
evaporation,-3.0845340545654296,0.33259207010269165
evaporation,-3.0731522835731506,0.3355441391468048
evaporation,-3.0617705125808716,0.3384998142719269
evaporation,-3.0503887415885926,0.3414587378501892
evaporation,-3.0390069705963136,0.3444207012653351
evaporation,-3.027625199604034,0.34738531708717346
evaporation,-3.016243428611755,0.3503521978855133
evaporation,-3.004861657619476,0.3533211648464203
evaporation,-2.993479886627197,0.3562917411327362
evaporation,-2.9820981156349182,0.35926374793052673
evaporation,-2.9707163446426392,0.3622368276119232
evaporation,-2.9593345736503602,0.36521053314208984
evaporation,-2.9479528026580812,0.3681847155094147
evaporation,-2.9365710316658022,0.3711588680744171
evaporation,-2.925189260673523,0.37413284182548523
evaporation,-2.913807489681244,0.377106249332428
evaporation,-2.902425718688965,0.38007867336273193
evaporation,-2.891043947696686,0.38304993510246277
evaporation,-2.879662176704407,0.3860195577144623
evaporation,-2.868280405712128,0.38898736238479614
evaporation,-2.856898634719849,0.3919529616832733
evaporation,-2.8455168637275694,0.39491596817970276
evaporation,-2.8341350927352904,0.39787620306015015
evaporation,-2.8227533217430114,0.4008331894874573
evaporation,-2.8113715507507324,0.4037867486476898
evaporation,-2.7999897797584534,0.40673649311065674
evaporation,-2.7886080087661744,0.409682035446167
evaporation,-2.7772262377738954,0.41262319684028625
evaporation,-2.7658444667816164,0.4155595302581787
evaporation,-2.7544626957893374,0.41849082708358765
evaporation,-2.743080924797058,0.4214167594909668
evaporation,-2.731699153804779,0.4243369400501251
evaporation,-2.7203173828125,0.4272511303424835
evaporation,-2.708935611820221,0.4301590323448181
evaporation,-2.697553840827942,0.4330602288246155
evaporation,-2.686172069835663,0.43595457077026367
evaporation,-2.6747902988433836,0.43884164094924927
evaporation,-2.6634085278511046,0.44172123074531555
evaporation,-2.6520267568588256,0.44459298253059387
evaporation,-2.6406449858665466,0.44745656847953796
evaporation,-2.6292632148742676,0.4503117799758911
evaporation,-2.6178814438819886,0.45315825939178467
evaporation,-2.6064996728897096,0.4559957981109619
evaporation,-2.5951179018974306,0.4588240683078766
evaporation,-2.5837361309051516,0.4616427421569824
evaporation,-2.5723543599128726,0.4644516408443451
evaporation,-2.5609725889205937,0.46725034713745117
evaporation,-2.549590817928314,0.4700387716293335
evaporation,-2.538209046936035,0.472816526889801
evaporation,-2.5268272759437562,0.4755833148956299
evaporation,-2.515445504951477,0.47833895683288574
evaporation,-2.504063733959198,0.48108312487602234
evaporation,-2.492681962966919,0.48381567001342773
evaporation,-2.48130019197464,0.4865362346172333
evaporation,-2.469918420982361,0.48924458026885986
evaporation,-2.458536649990082,0.4919404983520508
evaporation,-2.447154878997803,0.49462375044822693
evaporation,-2.435773108005524,0.49729400873184204
evaporation,-2.424391337013245,0.49995115399360657
evaporation,-2.413009566020966,0.5025948286056519
evaporation,-2.401627795028687,0.5052250027656555
evaporation,-2.3902460240364074,0.5078412294387817
evaporation,-2.3788642530441284,0.510443389415741
evaporation,-2.3674824820518494,0.5130313038825989
evaporation,-2.3561007110595704,0.5156046152114868
evaporation,-2.344718940067291,0.5181633234024048
evaporation,-2.333337169075012,0.5207070708274841
evaporation,-2.321955398082733,0.5232356190681458
evaporation,-2.310573627090454,0.5257489085197449
evaporation,-2.299191856098175,0.5282466411590576
evaporation,-2.287810085105896,0.5307286977767944
evaporation,-2.276428314113617,0.5331948399543762
evaporation,-2.265046543121338,0.5356448292732239
evaporation,-2.253664772129059,0.5380786061286926
evaporation,-2.24228300113678,0.5404959321022034
evaporation,-2.230901230144501,0.5428966283798218
evaporation,-2.2195194591522216,0.5452805757522583
evaporation,-2.208137688159943,0.5476475358009338
evaporation,-2.1967559171676636,0.5499973893165588
evaporation,-2.1853741461753846,0.552329957485199
evaporation,-2.1739923751831056,0.5546451210975647
evaporation,-2.162610604190826,0.5569427609443665
evaporation,-2.151228833198547,0.5592225790023804
evaporation,-2.139847062206268,0.5614846348762512
evaporation,-2.128465291213989,0.5637286305427551
evaporation,-2.11708352022171,0.5659545063972473
evaporation,-2.105701749229431,0.5681621432304382
evaporation,-2.094319978237152,0.5703513026237488
evaporation,-2.082938207244873,0.5725220441818237
evaporation,-2.0715564362525942,0.574674129486084
evaporation,-2.0601746652603152,0.5768073797225952
evaporation,-2.048792894268036,0.5789218544960022
evaporation,-2.0374111232757572,0.581017255783081
evaporation,-2.026029352283478,0.5830937027931213
evaporation,-2.014647581291199,0.5851508975028992
evaporation,-2.00326581029892,0.5871887803077698
evaporation,-1.9918840393066406,0.5892073512077332
evaporation,-1.9805022683143616,0.5912063717842102
evaporation,-1.9691204973220826,0.5931858420372009
evaporation,-1.9577387263298036,0.5951457023620605
evaporation,-1.9463569553375244,0.5970858335494995
evaporation,-1.9349751843452454,0.5990061163902283
evaporation,-1.9235934133529664,0.6009065508842468
evaporation,-1.9122116423606872,0.6027870178222656
evaporation,-1.9008298713684084,0.6046474575996399
evaporation,-1.8894481003761292,0.6064877510070801
evaporation,-1.87806632938385,0.608307957649231
evaporation,-1.8666845583915712,0.6101078391075134
evaporation,-1.855302787399292,0.611887514591217
evaporation,-1.843921016407013,0.6136468052864075
evaporation,-1.832539245414734,0.6153857707977295
evaporation,-1.8211574744224548,0.6171042323112488
evaporation,-1.8097757034301758,0.6188021898269653
evaporation,-1.7983939324378968,0.6204796433448792
evaporation,-1.7870121614456178,0.6221364736557007
evaporation,-1.7756303904533386,0.6237727403640747
evaporation,-1.7642486194610596,0.6253883242607117
evaporation,-1.7528668484687806,0.6269831657409668
evaporation,-1.7414850774765014,0.6285573244094849
evaporation,-1.7301033064842226,0.6301107406616211
evaporation,-1.7187215354919434,0.6316432952880859
evaporation,-1.7073397644996642,0.633155107498169
evaporation,-1.6959579935073854,0.6346459984779358
evaporation,-1.6845762225151062,0.636116087436676
evaporation,-1.6731944515228272,0.6375652551651001
evaporation,-1.6618126805305482,0.638993501663208
evaporation,-1.650430909538269,0.6404008269309998
evaporation,-1.63904913854599,0.6417872309684753
evaporation,-1.627667367553711,0.64315265417099
evaporation,-1.616285596561432,0.6444970965385437
evaporation,-1.6049038255691528,0.6458205580711365
evaporation,-1.5935220545768738,0.6471230387687683
evaporation,-1.5821402835845948,0.6484045386314392
evaporation,-1.5707585125923158,0.6496650576591492
evaporation,-1.5593767416000368,0.6509044766426086
evaporation,-1.5479949706077578,0.652122974395752
evaporation,-1.5366131996154784,0.6533203721046448
evaporation,-1.5252314286231994,0.6544967889785767
evaporation,-1.5138496576309204,0.6556522250175476
evaporation,-1.5024678866386414,0.6567865610122681
evaporation,-1.491086115646362,0.6578999161720276
evaporation,-1.4797043446540834,0.6589922308921814
evaporation,-1.4683225736618044,0.6600635647773743
evaporation,-1.456940802669525,0.6611139178276062
evaporation,-1.445559031677246,0.6621432304382324
evaporation,-1.434177260684967,0.6631515026092529
evaporation,-1.422795489692688,0.6641388535499573
evaporation,-1.411413718700409,0.6651051640510559
evaporation,-1.40003194770813,0.6660505533218384
evaporation,-1.3886501767158506,0.6669749617576599
evaporation,-1.3772684057235716,0.6678783893585205
evaporation,-1.365886634731293,0.6687608957290649
evaporation,-1.3545048637390136,0.6696224212646484
evaporation,-1.3431230927467346,0.6704630255699158
evaporation,-1.3317413217544556,0.6712827682495117
evaporation,-1.3203595507621761,0.6720815300941467
evaporation,-1.3089777797698976,0.6728594303131104
evaporation,-1.2975960087776186,0.6736164689064026
evaporation,-1.2862142377853392,0.6743525862693787
evaporation,-1.2748324667930602,0.6750679016113281
evaporation,-1.2634506958007812,0.6757622957229614
evaporation,-1.2520689248085022,0.6764358878135681
evaporation,-1.2406871538162232,0.6770886778831482
evaporation,-1.2293053828239442,0.6777206063270569
evaporation,-1.2179236118316648,0.6783317923545837
evaporation,-1.2065418408393858,0.6789221167564392
evaporation,-1.1951600698471072,0.6794917583465576
evaporation,-1.1837782988548278,0.6800405383110046
evaporation,-1.1723965278625488,0.6805686354637146
evaporation,-1.1610147568702698,0.681075930595398
evaporation,-1.1496329858779903,0.6815625429153442
evaporation,-1.1382512148857118,0.6820284128189087
evaporation,-1.1268694438934328,0.6824735999107361
evaporation,-1.1154876729011534,0.6828980445861816
evaporation,-1.1041059019088744,0.6833018064498901
evaporation,-1.0927241309165954,0.6836848855018616
evaporation,-1.0813423599243164,0.6840473413467407
evaporation,-1.0699605889320374,0.6843891143798828
evaporation,-1.0585788179397584,0.6847102046012878
evaporation,-1.047197046947479,0.6850106716156006
evaporation,-1.0358152759552,0.685290515422821
evaporation,-1.0244335049629214,0.6855496764183044
evaporation,-1.013051733970642,0.6857882738113403
evaporation,-1.001669962978363,0.6860061883926392
evaporation,-0.990288191986084,0.6862035393714905
evaporation,-0.9789064209938045,0.6863802671432495
evaporation,-0.967524650001526,0.686536431312561
evaporation,-0.956142879009247,0.6866719722747803
evaporation,-0.9447611080169676,0.6867868900299072
evaporation,-0.9333793370246886,0.6868812441825867
evaporation,-0.9219975660324096,0.6869549751281738
evaporation,-0.910615795040131,0.6870082020759583
evaporation,-0.8992340240478516,0.6870407462120056
evaporation,-0.8878522530555726,0.6870527863502502
evaporation,-0.8764704820632931,0.6870442032814026
evaporation,-0.8650887110710141,0.6870150566101074
evaporation,-0.8537069400787356,0.68696528673172
evaporation,-0.8423251690864566,0.686894953250885
evaporation,-0.8309433980941772,0.6868040561676025
evaporation,-0.8195616271018982,0.6866925358772278
evaporation,-0.8081798561096192,0.6865604519844055
evaporation,-0.7967980851173402,0.686407744884491
evaporation,-0.7854163141250612,0.6862344741821289
evaporation,-0.7740345431327822,0.6860405206680298
evaporation,-0.7626527721405028,0.6858260035514832
evaporation,-0.7512710011482238,0.685590922832489
evaporation,-0.7398892301559452,0.6853351593017578
evaporation,-0.7285074591636658,0.6850587725639343
evaporation,-0.7171256881713868,0.6847617626190186
evaporation,-0.7057439171791078,0.6844440698623657
evaporation,-0.6943621461868283,0.6841057538986206
evaporation,-0.6829803751945498,0.6837468147277832
evaporation,-0.6715986042022708,0.683367133140564
evaporation,-0.6602168332099914,0.6829668283462524
evaporation,-0.6488350622177124,0.6825457811355591
evaporation,-0.6374532912254334,0.6821041107177734
evaporation,-0.6260715202331544,0.681641697883606
evaporation,-0.6146897492408754,0.6811585426330566
evaporation,-0.6033079782485964,0.6806546449661255
evaporation,-0.591926207256317,0.6801300644874573
evaporation,-0.580544436264038,0.6795846819877625
evaporation,-0.5691626652717594,0.6790185570716858
evaporation,-0.55778089427948,0.6784316897392273
evaporation,-0.546399123287201,0.6778240203857422
evaporation,-0.535017352294922,0.6771954894065857
evaporation,-0.5236355813026425,0.6765462160110474
evaporation,-0.512253810310364,0.6758760809898376
evaporation,-0.500872039318085,0.6751851439476013
evaporation,-0.48949026832580556,0.6744733452796936
evaporation,-0.47810849733352656,0.6737406849861145
evaporation,-0.46672672634124757,0.672987163066864
evaporation,-0.45534495534896857,0.6722127199172974
evaporation,-0.4439631843566896,0.6714174151420593
evaporation,-0.4325814133644106,0.6706011891365051
evaporation,-0.42119964237213114,0.6697640419006348
evaporation,-0.40981787137985215,0.668906033039093
evaporation,-0.3984361003875736,0.6680269837379456
evaporation,-0.38705432939529416,0.6671270728111267
evaporation,-0.37567255840301517,0.6662061810493469
evaporation,-0.36429078741073617,0.6652643084526062
