variable,x,y
surface_solar_radiation_downwards,-3.1165262937545775,1.0
surface_solar_radiation_downwards,-3.1037147720336913,1.0
surface_solar_radiation_downwards,-3.090903250312805,1.0
surface_solar_radiation_downwards,-3.078091728591919,1.0
surface_solar_radiation_downwards,-3.0652802068710328,1.0
surface_solar_radiation_downwards,-3.052468685150146,1.0
surface_solar_radiation_downwards,-3.03965716342926,1.0
surface_solar_radiation_downwards,-3.026845641708374,1.0
surface_solar_radiation_downwards,-3.0140341199874876,1.0
surface_solar_radiation_downwards,-3.0012225982666014,1.0
surface_solar_radiation_downwards,-2.9884110765457153,1.0
surface_solar_radiation_downwards,-2.975599554824829,1.0
surface_solar_radiation_downwards,-2.962788033103943,1.0
surface_solar_radiation_downwards,-2.9499765113830563,1.0
surface_solar_radiation_downwards,-2.93716498966217,1.0
surface_solar_radiation_downwards,-2.924353467941284,1.0
surface_solar_radiation_downwards,-2.9115419462203977,1.0
surface_solar_radiation_downwards,-2.8987304244995116,1.0
surface_solar_radiation_downwards,-2.8859189027786254,1.0
surface_solar_radiation_downwards,-2.873107381057739,1.0
surface_solar_radiation_downwards,-2.860295859336853,1.0
surface_solar_radiation_downwards,-2.847484337615967,1.0
surface_solar_radiation_downwards,-2.8346728158950802,1.0
surface_solar_radiation_downwards,-2.821861294174194,1.0
surface_solar_radiation_downwards,-2.809049772453308,1.0
surface_solar_radiation_downwards,-2.7962382507324217,1.0
surface_solar_radiation_downwards,-2.7834267290115355,1.0
surface_solar_radiation_downwards,-2.7706152072906494,1.0
surface_solar_radiation_downwards,-2.757803685569763,1.0
surface_solar_radiation_downwards,-2.744992163848877,1.0
surface_solar_radiation_downwards,-2.7321806421279904,1.0
surface_solar_radiation_downwards,-2.719369120407104,1.0
surface_solar_radiation_downwards,-2.706557598686218,1.0
surface_solar_radiation_downwards,-2.693746076965332,1.0
surface_solar_radiation_downwards,-2.6809345552444457,1.0
surface_solar_radiation_downwards,-2.6681230335235595,1.0
surface_solar_radiation_downwards,-2.6553115118026733,1.0
surface_solar_radiation_downwards,-2.642499990081787,1.0
surface_solar_radiation_downwards,-2.629688468360901,1.0
surface_solar_radiation_downwards,-2.6168769466400144,1.0
surface_solar_radiation_downwards,-2.604065424919128,1.0
surface_solar_radiation_downwards,-2.591253903198242,1.0
surface_solar_radiation_downwards,-2.578442381477356,1.0
surface_solar_radiation_downwards,-2.5656308597564697,0.9999999403953552
surface_solar_radiation_downwards,-2.5528193380355835,0.9999998211860657
surface_solar_radiation_downwards,-2.540007816314697,0.9999997019767761
surface_solar_radiation_downwards,-2.5271962945938107,0.9999993443489075
surface_solar_radiation_downwards,-2.5143847728729245,0.9999986290931702
surface_solar_radiation_downwards,-2.5015732511520383,0.9999973773956299
surface_solar_radiation_downwards,-2.488761729431152,0.9999950528144836
surface_solar_radiation_downwards,-2.475950207710266,0.9999910593032837
surface_solar_radiation_downwards,-2.46313868598938,0.9999842047691345
surface_solar_radiation_downwards,-2.4503271642684936,0.9999728798866272
surface_solar_radiation_downwards,-2.4375156425476074,0.9999547004699707
surface_solar_radiation_downwards,-2.4247041208267213,0.9999262690544128
surface_solar_radiation_downwards,-2.4118925991058346,0.9998828172683716
surface_solar_radiation_downwards,-2.3990810773849485,0.9998179078102112
surface_solar_radiation_downwards,-2.3862695556640623,0.9997231960296631
surface_solar_radiation_downwards,-2.373458033943176,0.9995877742767334
surface_solar_radiation_downwards,-2.36064651222229,0.9993979930877686
surface_solar_radiation_downwards,-2.3478349905014038,0.9991371035575867
surface_solar_radiation_downwards,-2.3350234687805176,0.9987848401069641
surface_solar_radiation_downwards,-2.322211947059631,0.9983173608779907
surface_solar_radiation_downwards,-2.309400425338745,0.9977068901062012
surface_solar_radiation_downwards,-2.2965889036178586,0.9969221353530884
surface_solar_radiation_downwards,-2.2837773818969724,0.9959279298782349
surface_solar_radiation_downwards,-2.2709658601760863,0.9946860074996948
surface_solar_radiation_downwards,-2.2581543384552,0.9931551814079285
surface_solar_radiation_downwards,-2.245342816734314,0.991291880607605
surface_solar_radiation_downwards,-2.2325312950134277,0.9890511631965637
surface_solar_radiation_downwards,-2.2197197732925416,0.9863870739936829
surface_solar_radiation_downwards,-2.2069082515716554,0.9832538366317749
