variable,x,y
wind_speed,-2.188586437702179,0.6232659816741943
wind_speed,-2.168937965774536,0.6232659816741943
wind_speed,-2.149289493846893,0.6232659816741943
wind_speed,-2.1296410219192503,0.6232659816741943
wind_speed,-2.1099925499916075,0.6232659816741943
wind_speed,-2.0903440780639646,0.6232659816741943
wind_speed,-2.0706956061363218,0.6232659816741943
wind_speed,-2.051047134208679,0.6232659816741943
wind_speed,-2.0313986622810365,0.6232659816741943
wind_speed,-2.0117501903533936,0.6232659816741943
wind_speed,-1.9921017184257506,0.6232659816741943
wind_speed,-1.9724532464981077,0.6232659816741943
wind_speed,-1.952804774570465,0.6232659816741943
wind_speed,-1.9331563026428222,0.6232659816741943
wind_speed,-1.9135078307151794,0.6232659816741943
wind_speed,-1.8938593587875365,0.6232659816741943
wind_speed,-1.8742108868598937,0.6232659816741943
wind_speed,-1.8545624149322508,0.6232659816741943
wind_speed,-1.834913943004608,0.6232659816741943
wind_speed,-1.8152654710769651,0.6232659816741943
wind_speed,-1.7956169991493225,0.6232659816741943
wind_speed,-1.7759685272216796,0.6232659816741943
wind_speed,-1.7563200552940368,0.6232659816741943
wind_speed,-1.736671583366394,0.6232659816741943
wind_speed,-1.717023111438751,0.6232659816741943
wind_speed,-1.6973746395111082,0.6232659816741943
wind_speed,-1.6777261675834656,0.6232659816741943
wind_speed,-1.6580776956558227,0.6232659816741943
wind_speed,-1.63842922372818,0.6232659816741943
wind_speed,-1.618780751800537,0.6232659816741943
wind_speed,-1.5991322798728942,0.6232659816741943
wind_speed,-1.5794838079452513,0.6232659816741943
wind_speed,-1.5598353360176085,0.6232659816741943
wind_speed,-1.5401868640899656,0.6232659816741943
wind_speed,-1.5205383921623228,0.6232659816741943
wind_speed,-1.50088992023468,0.6232659816741943
wind_speed,-1.481241448307037,0.6232659816741943
wind_speed,-1.4615929763793944,0.6232659816741943
wind_speed,-1.4419445044517516,0.6232659816741943
wind_speed,-1.4222960325241087,0.6232659816741943
wind_speed,-1.4026475605964661,0.6232659816741943
wind_speed,-1.3829990886688233,0.6232659816741943
wind_speed,-1.3633506167411804,0.6327635049819946
wind_speed,-1.3437021448135376,0.6611453294754028
wind_speed,-1.3240536728858947,0.6892246603965759
wind_speed,-1.3044052009582519,0.7168207764625549
wind_speed,-1.284756729030609,0.7437514066696167
wind_speed,-1.2651082571029661,0.7698354721069336
wind_speed,-1.2454597851753233,0.7544435262680054
wind_speed,-1.2258113132476804,0.7065756320953369
wind_speed,-1.2061628413200376,0.6570836305618286
wind_speed,-1.186514369392395,0.6069831252098083
wind_speed,-1.166865897464752,0.5572001934051514
wind_speed,-1.147217425537109,0.5088664889335632
wind_speed,-1.1275689536094664,0.5087610483169556
wind_speed,-1.1079204816818236,0.5124970078468323
wind_speed,-1.0882720097541807,0.5161261558532715
wind_speed,-1.0686235378265379,0.5196471810340881
wind_speed,-1.048975065898895,0.5243755578994751
wind_speed,-1.0293265939712524,0.5307311415672302
wind_speed,-1.0096781220436095,0.5369945764541626
wind_speed,-0.9900296501159667,0.5431631803512573
wind_speed,-0.9703811781883238,0.54923415184021
wind_speed,-0.950732706260681,0.5552049875259399
wind_speed,-0.9310842343330381,0.5610731244087219
wind_speed,-0.9114357624053955,0.5668362975120544
wind_speed,-0.8917872904777524,0.5724924206733704
wind_speed,-0.8721388185501098,0.5780394077301025
wind_speed,-0.8524903466224667,0.5834753513336182
wind_speed,-0.8328418746948241,0.5887985825538635
wind_speed,-0.8131934027671812,0.5940074324607849
wind_speed,-0.7935449308395384,0.5991004705429077
wind_speed,-0.7738964589118955,0.6040762662887573
wind_speed,-0.7542479869842527,0.6089336276054382
wind_speed,-0.73459951505661,0.6136714220046997
wind_speed,-0.7149510431289672,0.6182886362075806
wind_speed,-0.6953025712013243,0.6227843761444092
wind_speed,-0.6756540992736815,0.6271578669548035
wind_speed,-0.6560056273460386,0.6314083933830261
wind_speed,-0.6363571554183958,0.6355353593826294
wind_speed,-0.6167086834907531,0.6395382881164551
wind_speed,-0.5970602115631101,0.6434167623519897
wind_speed,-0.5774117396354674,0.64717036485672
wind_speed,-0.5577632677078244,0.6507989168167114
wind_speed,-0.5381147957801817,0.654302179813385
wind_speed,-0.5184663238525387,0.6576800346374512
wind_speed,-0.498817851924896,0.6609323620796204
wind_speed,-0.4791693799972532,0.6640591621398926
wind_speed,-0.4595209080696103,0.6670604944229126
wind_speed,-0.4398724361419677,0.6699364185333252
wind_speed,-0.4202239642143246,0.6726869940757751
wind_speed,-0.400575492286682,0.6753123998641968
wind_speed,-0.38092702035903914,0.6778128147125244
wind_speed,-0.3612785484313963,0.6801884174346924
wind_speed,-0.34163007650375343,0.6824394464492798
wind_speed,-0.3219816045761106,0.684566080570221
wind_speed,-0.30233313264846773,0.686568558216095
wind_speed,-0.2826846607208251,0.6884471774101257
wind_speed,-0.263036188793182,0.6902021765708923
wind_speed,-0.2433877168655394,0.6918337941169739
wind_speed,-0.22373924493789632,0.6933422684669495
wind_speed,-0.2040907730102537,0.6947278380393982
wind_speed,-0.18444230108261106,0.695990800857544
wind_speed,-0.1647938291549682,0.697131335735321
wind_speed,-0.14514535722732536,0.6981496214866638
wind_speed,-0.1254968852996825,0.6990458965301514
wind_speed,-0.10584841337203921,0.6998202800750732
wind_speed,-0.0861999414443968,0.7004730105400085
wind_speed,-0.06655146951675395,0.701004147529602
wind_speed,-0.046902997589111095,0.7014138102531433
wind_speed,-0.027254525661468243,0.7017021179199219
wind_speed,-0.007606053733825391,0.7018690705299377
wind_speed,0.012042418193817461,0.7019147872924805
wind_speed,0.03169089012146031,0.7018392086029053
wind_speed,0.051339362049103165,0.7016423344612122
wind_speed,0.07098783397674557,0.7013241648674011
wind_speed,0.09063630590438887,0.7008845806121826
wind_speed,0.11028477783203172,0.7003235220909119
wind_speed,0.12993324975967413,0.6996408700942993
wind_speed,0.14958172168731698,0.6988364458084106
wind_speed,0.16923019361495983,0.6979101896286011
wind_speed,0.18887866554260313,0.6968618035316467
wind_speed,0.20852713747024554,0.6956911683082581
wind_speed,0.2281756093978884,0.6943979859352112
wind_speed,0.24782408132553124,0.6929821968078613
wind_speed,0.2674725532531741,0.6914433836936951
wind_speed,0.28712102518081695,0.6897814273834229
wind_speed,0.3067694971084598,0.6879960298538208
wind_speed,0.32641796903610265,0.686086893081665
wind_speed,0.3460664409637455,0.6840538382530212
wind_speed,0.3657149128913879,0.6818966269493103
wind_speed,0.3853633848190312,0.6796149611473083
wind_speed,0.40501185674667406,0.6771789789199829
wind_speed,0.42466032867431647,0.674587607383728
wind_speed,0.4443088006019593,0.6718711256980896
wind_speed,0.46395727252960217,0.6690292954444885
wind_speed,0.48360574445724547,0.66606205701828
wind_speed,0.5032542163848879,0.6629692912101746
wind_speed,0.5229026883125307,0.6597509384155273
wind_speed,0.5425511602401736,0.6564069986343384
wind_speed,0.5621996321678164,0.6529375314712524
wind_speed,0.5818481040954593,0.6493426561355591
wind_speed,0.6014965760231021,0.6456224918365479
wind_speed,0.621145047950745,0.6417773365974426
wind_speed,0.6407935198783878,0.6378075480461121
wind_speed,0.6604419918060302,0.6337133646011353
wind_speed,0.6800904637336735,0.6294953227043152
wind_speed,0.6997389356613164,0.6251540184020996
wind_speed,0.7193874075889588,0.620690107345581
wind_speed,0.7390358795166017,0.6161043047904968
wind_speed,0.7586843514442445,0.6113974452018738
wind_speed,0.7783328233718878,0.6065706014633179
wind_speed,0.7979812952995302,0.6016247272491455
wind_speed,0.8176297672271731,0.596561074256897
wind_speed,0.8372782391548159,0.5913809537887573
wind_speed,0.8569267110824588,0.5860857963562012
wind_speed,0.8765751830101016,0.5806772112846375
wind_speed,0.8962236549377445,0.5751568078994751
wind_speed,0.9158721268653873,0.5695265531539917
wind_speed,0.9355205987930302,0.5637882947921753
wind_speed,0.9551690707206726,0.5579442381858826
wind_speed,0.9748175426483159,0.5519965887069702
wind_speed,0.9944660145759587,0.545947790145874
wind_speed,1.0141144865036011,0.5398002862930298
wind_speed,1.033762958431244,0.5335568189620972
wind_speed,1.0534114303588873,0.5272201895713806
wind_speed,1.0730599022865301,0.5207934379577637
